gene_symbol,gene_id,num_methods,methods,mean_corr_rank_score,mean_correlation,mean_abs_correlation,geo_mean_p_value,correlation_score,expression_level,expression_variability_cv,expression_level_score,expression_stability_score,mean_rank_stability_perc,rank_stability_score,final_score
Slc25a1,ENSCGRT00001031171,3,"pearson, spearman, regression",2278571674.7046876,16.45467743748739,16.45467743748739,6.068626875613686e-09,1.7350938830338325e-06,2047.725,0.6613441752411613,0.5633752835164334,0.5700266951753167,0.0,0.0,0.2545172833687807
Armc1,ENSCGRT00001011575,2,"spearman, regression",70755813.97225061,27.36228812168213,27.36228812168213,7.983408488771711e-07,5.3879358448640004e-08,1811.025,0.5094645943790529,0.5476981758076941,0.601330640899421,0.0,0.0,0.25450907042896476
Utp18,ENSCGRT00001010214,2,"spearman, regression",13314497.656620573,27.904379818172945,27.904379818172945,4.905571344503393e-07,1.013876530465725e-08,1908.275,0.5732191728437376,0.5541525095018316,0.5882752985235883,0.0,0.0,0.25448705168459385
ENSCGRG00001013716,ENSCGRT00001016500,2,"spearman, regression",13449585.907644443,33.3315966821877,33.3315966821877,2.353886011740214e-06,1.0241632728413686e-08,1806.5125,0.5073649969209256,0.5473982811499664,0.6017582535368231,0.0,0.0,0.2544832264721665
Rnf20,ENSCGRT00001020679,2,"spearman, regression",62251614.649963036,23.037054099034904,23.037054099034904,8.679620344111047e-07,4.7403554159484157e-08,1908.4875,0.5740317243439502,0.5541665936336562,0.5881080617403216,0.0,0.0,0.2544662063125667
Adh5,ENSCGRT00001000580,3,"pearson, spearman, regression",36869779777.40379,39.48077018482696,39.48077018482696,5.862737338482867e-11,2.8075715181910585e-05,1577.275,0.4064936073487693,0.5321228796279717,0.622108464165944,1.0,0.01,0.2544643637993559
Reep3,ENSCGRT00001013989,3,"pearson, spearman, regression",28317561520.881153,33.98004330238973,33.98004330238973,2.4195426155305043e-09,2.1563345284577473e-05,1698.0125,0.4385021543836256,0.5401776512881604,0.6156936508675638,0.0,0.0,0.2544159683546965
Map2k3,ENSCGRT00001031329,3,"pearson, spearman, regression",303855464516.1912,30.805384646589474,30.805384646589474,1.9011265296175544e-12,0.00023138080915395244,1803.7,0.5111832620475265,0.5472113487736167,0.6009804948643018,0.0,0.0,0.25440303118539187
Lss,ENSCGRT00001025683,3,"pearson, spearman, regression",843094971.8814931,12.467719470029094,12.467719470029094,8.185368555207316e-08,6.420025952081367e-07,2207.0375,0.7655899731127999,0.5738579606267368,0.5481954349742018,0.0,0.0,0.25438696023518936
Rheb,ENSCGRT00001027242,3,"pearson, spearman, regression",375079979636.90643,38.216002531429105,38.216002531429105,1.1599818463598757e-12,0.00028561707561856577,1635.2125,0.4511777028617618,0.5359904198357034,0.613142047237002,1.0,0.01,0.25438267986650875
Senp2,ENSCGRT00001030287,1,regression,1132250.756934705,53.723766340992086,53.723766340992086,4.74485468761003e-05,8.621898464846179e-10,1846.7875,0.5371900395124098,0.5500736610905396,0.5956696887092376,0.0,0.0,0.25437255197842346
Nup214,ENSCGRT00001002737,1,regression,688195.7786028557,32.78186163854304,32.78186163854304,4.763439974234843e-05,5.240494732026716e-10,2176.35,0.7468986944418987,0.571843592497812,0.5521259597705371,0.0,0.0,0.25437197192454397
Cyb5r1,ENSCGRT00001031787,1,regression,10270149.391039182,71.50696974527015,71.50696974527015,6.9625026869347e-06,7.820545468926375e-09,1740.4375,0.4678739549318611,0.5430031959079229,0.6097715893533919,0.0,0.0,0.25436670030360387
Sh3glb1,ENSCGRT00001002801,3,"pearson, spearman, regression",436664724819.2497,43.66692652918825,43.66692652918825,2.0093734987998277e-15,0.0003325128199308135,1672.5875,0.42739124976916587,0.5384830721744462,0.6179250704917698,0.0,0.0,0.25436668735407164
ENSCGRG00001014797,ENSCGRT00001017978,3,"pearson, spearman, regression",82034012125.31929,8.423173882298824,8.423173882298824,5.707790908013419e-12,6.246751604064076e-05,2924.3125,1.204447015265229,0.6201125102342702,0.45524118550663406,0.0,0.0,0.2543449179026924
Scaf1,ENSCGRT00001027365,1,regression,19175.27464818724,22.50937586712495,22.50937586712495,0.0011738749177042653,1.4601648092494368e-11,2312.45,0.8324082220069478,0.5807583370001685,0.5340986173810954,0.0,0.0,0.2543422937130555
Chmp2b,ENSCGRT00001029392,3,"pearson, spearman, regression",270932240431.3093,27.240110882782613,27.240110882782613,1.4832173427912269e-12,0.00020631032954008014,1887.05,0.5671461174436795,0.5527453188483227,0.5895245876165836,0.0,0.0,0.25433480792880037
Necap1,ENSCGRT00001019574,2,"pearson, regression",826092086.5608335,57.770661917480695,57.770661917480695,6.983247224772485e-08,6.290551849329582e-07,1592.725,0.3711898334232502,0.5331546205184222,0.629134348222543,0.0,0.0,0.2543167900109821
Def8,ENSCGRT00001022162,3,"pearson, spearman, regression",58642942.25332215,20.96789613634432,20.96789613634432,1.5907100078701694e-07,4.465561102001889e-08,1860.925,0.5481838643177158,0.5510121059400931,0.593417822037926,0.0,0.0,0.2543163229499612
Tln2,ENSCGRT00001012085,2,"spearman, regression",54959159.79194462,15.494832127415776,15.494832127415776,9.811288791605089e-06,4.185047283361891e-08,1879.9625,0.5611481125896131,0.5522752371737598,0.5907573056706173,0.0,0.0,0.2542961837429097
Cul3,ENSCGRT00001027603,3,"pearson, spearman, regression",9899335119.764853,30.665714458020926,30.665714458020926,6.362846927008803e-09,7.538176658248903e-06,1732.0875,0.46681738247340193,0.5424472909654279,0.6099851933872009,0.0,0.0,0.25423498156837177
Rab12,ENSCGRT00001008134,3,"pearson, spearman, regression",318612965285.2078,48.71295332366143,48.71295332366143,1.488539129902644e-10,0.00024261839698032898,1555.5375,0.35223834321710545,0.5306708003727048,0.6328837222427435,0.0,0.0,0.25423084580701505
Furin,ENSCGRT00001022340,2,"pearson, regression",359519461831.40765,43.006225630629196,43.006225630629196,1.9621411902303446e-11,0.0002737680038685366,1810.7375,0.5220003137064927,0.5476790699764635,0.5987743677147999,0.0,0.0,0.2542293833517065
Ssr2,ENSCGRT00001008006,1,regression,469.3714152000032,21.881944761146272,21.881944761146272,0.04661967901237667,3.57418412782652e-13,1976.175,0.6273272616851451,0.5586482589252131,0.5770962193941336,0.0,0.0,0.25415891058682694
Papss1,ENSCGRT00001029087,3,"pearson, spearman, regression",154328347849.57303,52.37898806377558,52.37898806377558,2.8657865884930326e-09,0.00011751843284333654,1516.2625,0.32672964362629486,0.5280459040071238,0.6379050293440357,0.0,0.0,0.25414653297687984
Cd151,ENSCGRT00001027672,3,"pearson, spearman, regression",310443673103.6268,31.23940776875443,31.23940776875443,2.7585546414160554e-14,0.00023639761882779864,1795.1625,0.5639667039539947,0.5466438238040529,0.5901781660538075,1.0,0.01,0.2541144310968181
Parn,ENSCGRT00001014340,1,regression,4608.761711539135,35.49190245084616,35.49190245084616,0.007700962690500477,3.5094942778521493e-12,1849.9,0.5478468678542625,0.5502802991442134,0.5934869079612647,0.0,0.0,0.25410712593885754
Arhgap5,ENSCGRT00001002689,3,"pearson, spearman, regression",3348911212.265068,25.928123279392235,25.928123279392235,2.3502642943017304e-09,2.550139380617739e-06,1801.825,0.5166771978466757,0.5470867197875235,0.5998605181646344,0.0,0.0,0.25410611371670444
Fermt2,ENSCGRT00001009674,1,regression,7022.345551200433,35.32491253330223,35.32491253330223,0.0050303579585355305,5.347397646386028e-12,1881.35,0.568318508882038,0.5523672711274741,0.5892835042060248,0.0,0.0,0.2541027069712849
Rbl1,ENSCGRT00001019151,4,"pearson, spearman, kendall, regression",181246675833.387,18.380848821830718,18.380848821830718,9.44227940021795e-13,0.00013801628539926604,1740.7375,0.6736042466245181,0.5430231665559268,0.5674715851361909,4.0,0.04,0.2540828942513664
Rabgap1,ENSCGRT00001010038,1,regression,113950.78029191637,48.98037160434999,48.98037160434999,0.0004298378658206225,8.677159645507356e-11,1812.1375,0.5265541528898883,0.5477721057427934,0.5978444126653379,0.0,0.0,0.25400829365734734
Mak16,ENSCGRT00001020359,1,regression,66927.65574948982,50.50386211968138,50.50386211968138,0.0007546036815625472,5.09642805560568e-11,1772.1,0.5012971781417705,0.5451101564215389,0.6029931757627065,0.0,0.0,0.25398202331125336
Senp1,ENSCGRT00001004695,2,"pearson, regression",22842256.080488782,27.35642975660291,27.35642975660291,1.1975238100215334e-06,1.7393992578743488e-08,1921.2,0.597880594925721,0.5550089970795457,0.5831906521684014,0.0,0.0,0.2539813039067209
Ncor1,ENSCGRT00001013536,2,"spearman, regression",288921449.1072361,36.143846776966086,36.143846776966086,5.415504409072127e-08,2.2000880840766503e-07,1743.3125,0.4826194316662983,0.54319457559026,0.60678618032873,0.0,0.0,0.2539763877299108
Uhrf2,ENSCGRT00001024808,1,regression,971970.1042911641,66.09523056559325,66.09523056559325,6.800119991013981e-05,7.401388339763011e-10,1712.1375,0.46215670926715935,0.5411186854059994,0.6109269230982245,0.0,0.0,0.253974644382589
Bptf,ENSCGRT00001021397,3,"pearson, spearman, regression",2886109668.0483413,22.026498538684326,22.026498538684326,6.875416887339572e-09,2.197723813732784e-06,1896.925,0.5841763180253939,0.5534001253715238,0.5860184323188262,0.0,0.0,0.25392368154880657
PRKACA,ENSCGRT00001021270,4,"pearson, spearman, kendall, regression",284637760645.0095,30.470631529835984,30.470631529835984,1.7778020500018356e-12,0.0002167468519240731,1380.65,0.4948981228612325,0.5189713893012967,0.6042940908281575,5.0,0.05,0.25392222915538226
Slc41a1,ENSCGRT00001023905,3,"pearson, spearman, regression",30004339327.513565,26.11519246992351,26.11519246992351,2.2248775389646393e-10,2.2847798122649567e-05,1823.3125,0.5369537691591072,0.5485146103138981,0.5957180401711175,0.0,0.0,0.25392122823908614
Smg7,ENSCGRT00001016503,3,"pearson, spearman, regression",1659686504.2884932,25.988473176774956,25.988473176774956,1.727323646337658e-08,1.2638232684596115e-06,1741.9875,0.48397002877358664,0.5431063760999836,0.6065123318284452,0.0,0.0,0.25390926813356923
Atp5mj,ENSCGRT00001000901,3,"pearson, spearman, regression",75940426.34788807,24.18936334771504,24.18936334771504,2.3199703756865905e-07,5.78273532906438e-08,1747.475,0.4892540766935743,0.5434716374776709,0.6054402907176968,0.0,0.0,0.25385755798189713
ENSCGRG00001013123,ENSCGRT00001015753,3,"pearson, spearman, regression",82225877629.87675,25.472523808903315,25.472523808903315,1.5213720020136799e-10,6.261361838493765e-05,1850.3,0.5570403845244368,0.5503068537820368,0.5916008747435701,0.0,0.0,0.25385723279350053
Gas2l1,ENSCGRT00001000582,3,"pearson, spearman, regression",257865429.1587861,17.12268232609883,17.12268232609883,5.1962355701458275e-08,1.9636017323760133e-07,2024.15,0.6692178914531756,0.5618190050192052,0.5683861610840152,0.0,0.0,0.25380370421243315
Trim27,ENSCGRT00001023750,3,"pearson, spearman, regression",487072058.04126734,26.392785585985674,26.392785585985674,4.27947310790423e-08,3.7089715363622843e-07,1758.025,0.49881932380098004,0.5441737395361138,0.6034970924461629,0.0,0.0,0.25377683408662
Gm49336,ENSCGRT00001019261,3,"pearson, spearman, regression",59933011.99623566,22.255998187636354,22.255998187636354,2.3228336770403303e-07,4.5637977361383315e-08,1820.9625,0.5406590403902178,0.5483584862352585,0.5949595628891713,0.0,0.0,0.2537514985591442
Ipo11,ENSCGRT00001014515,3,"pearson, spearman, regression",47444487.28085061,22.94226467295505,22.94226467295505,2.1790066706784374e-07,3.6128176514504185e-08,1781.4375,0.5153535391877093,0.5457312094562063,0.6001304510444347,0.0,0.0,0.2537389449447977
Nek2,ENSCGRT00001031001,2,"spearman, regression",1438968.3486875398,20.167570744832254,20.167570744832254,5.258159241041743e-06,1.0957501172354536e-09,2051.2,0.6888093800750424,0.5636045771960915,0.5642977188748448,0.0,0.0,0.2537260314283542
Ncbp1,ENSCGRT00001019333,1,regression,437921.02638513263,55.0040862266203,55.0040862266203,0.00012560265235162288,3.3346947237515313e-10,1780.8,0.5159259607789441,0.5456888127484775,0.6000137249200077,0.0,0.0,0.25370870269593215
Ube2q2,ENSCGRT00001020148,3,"pearson, spearman, regression",273668419933.67184,32.102509145858484,32.102509145858484,2.1481894363547974e-11,0.000208393884062475,1736.6125,0.4900937113563641,0.5427485580508588,0.6052698497521147,0.0,0.0,0.25369840243169983
ENSCGRG00001003128,ENSCGRT00001003760,1,regression,991780.657965791,68.78361215774135,68.78361215774135,6.935355355765373e-05,7.552242363281114e-10,1682.1,0.45154505411672086,0.5391171876244638,0.6130680055319963,0.0,0.0,0.2536953574192283
Rab3gap1,ENSCGRT00001027195,3,"pearson, spearman, regression",1666634758.272398,26.15980801721587,26.15980801721587,3.1811055883672086e-08,1.2691142466276788e-06,1714.575,0.4730129417970583,0.5412810467709753,0.6087320569573633,0.0,0.0,0.25369463022059574
Mprip,ENSCGRT00001004015,4,"pearson, spearman, kendall, regression",44729207861.9793,23.656835346569537,23.656835346569537,1.6796700701828045e-11,3.40605370530324e-05,1518.6625,0.5417857122267279,0.5282063510360876,0.5947288405530673,4.0,0.04,0.25368485560860754
ENSCGRG00001005837,ENSCGRT00001006874,2,"spearman, regression",17763625.264193553,22.47588815877372,22.47588815877372,6.269690136178167e-06,1.3526700905909438e-08,1778.6375,0.5153550602173211,0.5455449915334305,0.6001301408966798,0.0,0.0,0.2536830240052115
Fitm2,ENSCGRT00001017263,3,"pearson, spearman, regression",1070206952.4338306,28.61682667904294,28.61682667904294,9.1214620206049e-09,8.149445362472007e-07,1715.9125,0.47456274425174244,0.5413701336439892,0.6084183632323719,0.0,0.0,0.253674120555867
Cog6,ENSCGRT00001029798,1,regression,3110.3646894564085,33.3711254578117,33.3711254578117,0.01072900719966938,2.3684902285901035e-12,1846.1,0.5600487509409593,0.5500280158145874,0.5909831247797143,0.0,0.0,0.25365587346228075
Faf1,ENSCGRT00001014825,3,"pearson, spearman, regression",2013487369.4424145,22.163552790701548,22.163552790701548,2.4917618866468375e-08,1.533236657450418e-06,1799.8375,0.53048738873646,0.5469546066170647,0.5970406259480974,0.0,0.0,0.25364308917199696
Ndufa9,ENSCGRT00001016650,2,"spearman, regression",4793726.387192136,24.45670047455625,24.45670047455625,1.0620354665539123e-05,3.650341757378749e-09,1742.25,0.49305050161538777,0.5431238497987699,0.6046694348978036,0.0,0.0,0.25363757163443823
Tfdp1,ENSCGRT00001031521,4,"pearson, spearman, kendall, regression",270313236673.47507,27.530039188782872,27.530039188782872,9.065561418301988e-13,0.00020583896862318805,1432.7875,0.5394335847510127,0.5224619812678889,0.5952104667634759,5.0,0.05,0.2536024999823373
Prpf4b,ENSCGRT00001024403,1,regression,9654856.752580883,48.95047563101984,48.95047563101984,5.069936447504482e-06,7.352010506819858e-09,1938.8375,0.6215173769657492,0.556177235022006,0.5783005842934914,0.0,0.0,0.2535982610914297
Chchd3,ENSCGRT00001031304,3,"pearson, spearman, regression",91818889.5283165,26.2260863698024,26.2260863698024,1.099641577097545e-07,6.991853507886206e-08,1718.7125,0.4794493675360285,0.5415566246958323,0.6074286819927806,0.0,0.0,0.2535813176750808
Arfgef1,ENSCGRT00001025567,2,"spearman, regression",182126110.80856538,24.18180273201806,24.18180273201806,1.4229189283971288e-07,1.386859602938053e-07,1929.175,0.6161137608762924,0.5555373054962917,0.5794198963112644,0.0,0.0,0.2535742315699613
ENSCGRG00001012694,ENSCGRT00001015138,3,"pearson, spearman, regression",16592737.215522608,25.525230213493902,25.525230213493902,6.32128525156417e-07,1.2635089413710193e-08,1709.6125,0.4755556896486394,0.5409504864779823,0.6082173352008327,0.0,0.0,0.2535177512775554
Dctn5,ENSCGRT00001025084,3,"pearson, spearman, regression",179847394139.3492,35.679901662751995,35.679901662751995,6.370911163377741e-11,0.00013695075599989753,1662.2625,0.44667079964526607,0.5377946535300249,0.6140500122617512,0.0,0.0,0.2535006782006701
Cnot7,ENSCGRT00001013171,3,"pearson, spearman, regression",223678680.37541065,25.626757764239944,25.626757764239944,7.473870786189089e-08,1.7032754088578522e-07,1724.6125,0.48687275897801435,0.5419495498100252,0.605923544789605,0.0,0.0,0.2534734647924647
Mtmr9,ENSCGRT00001004595,2,"spearman, regression",2291346.987666117,17.26016947298967,17.26016947298967,1.79785084380467e-05,1.7448220682909815e-09,1923.0375,0.6164799379932059,0.5551307343818479,0.5793440715629986,0.0,0.0,0.253440831746933
R3hdm2,ENSCGRT00001021563,2,"pearson, regression",2618555738.4426103,33.8291523013353,33.8291523013353,1.2819011730281242e-08,1.993986010882788e-06,1851.25,0.5718951821299316,0.5503699198975968,0.5885477544267784,0.0,0.0,0.2533939367277001
Ubr7,ENSCGRT00001026665,3,"pearson, spearman, regression",109120218.90516265,24.176767260233856,24.176767260233856,8.995220732998068e-08,8.309320546706039e-08,1767.1875,0.5182786239096489,0.5447833612056162,0.5995338593012529,0.0,0.0,0.253365120494155
Dlg5,ENSCGRT00001007614,3,"pearson, spearman, regression",364765568.1691999,23.568704681763652,23.568704681763652,1.0198738854726892e-07,2.77762825325109e-07,1804.375,0.5424959738761437,0.5472562137604572,0.5945833700971141,0.0,0.0,0.2533644807478344
Chordc1,ENSCGRT00001005544,3,"pearson, spearman, regression",226545356911.79544,29.674200063877887,29.674200063877887,2.6746955719847978e-11,0.00017251046669765924,1762.75,0.5179472845130996,0.5444881313410374,0.5996014531758971,0.0,0.0,0.2533556615653748
ENSCGRG00001006277,ENSCGRT00001007381,3,"pearson, spearman, regression",4968051095.906447,28.63938857205912,28.63938857205912,1.7976867742314738e-09,3.7830870816139666e-06,1726.925,0.4925300421040514,0.542103542270041,0.604775143947744,0.0,0.0,0.2533488475080065
Nin,ENSCGRT00001026282,3,"pearson, spearman, regression",87706605.94298778,24.551282236839352,24.551282236839352,2.3368357491346082e-07,6.67871005168446e-08,1719.55,0.4879096508348625,0.5416124032419666,0.6057131479538068,0.0,0.0,0.2533407198805012
Psip1,ENSCGRT00001022544,2,"spearman, regression",13381981.295874275,21.40854427106745,21.40854427106745,2.147966160854427e-06,1.0190152957270433e-08,1903.8875,0.6085821310766895,0.5538616942036477,0.5809786441106418,0.0,0.0,0.2533053089537518
Mphosph8,ENSCGRT00001000342,3,"pearson, spearman, regression",6962224822.534345,25.711427535896238,25.711427535896238,2.49526884476912e-08,5.301616725947971e-06,1792.425,0.5367954666541219,0.5464618244595291,0.5957504348910365,0.0,0.0,0.2533032332182046
Becn1,ENSCGRT00001023936,3,"pearson, spearman, regression",478291211453.51324,57.6953247539611,57.6953247539611,5.006762923690112e-11,0.0003642106871224001,1461.0,0.3212420137905269,0.5243499081882961,0.6389813713413667,0.0,0.0,0.25329786243254276
Prpf19,ENSCGRT00001003316,3,"pearson, spearman, regression",260113100404.0974,26.037412348814247,26.037412348814247,2.5465349496564397e-13,0.00019807173696504744,1887.525,0.6016055164089429,0.5527768200785741,0.5824210858503698,0.0,0.0,0.2532754375959137
Mdm2,ENSCGRT00001028544,2,"spearman, regression",28207206.469217718,20.099300580793095,20.099300580793095,2.7320518275115574e-06,2.1479311774800816e-08,1890.1875,0.6011395737524182,0.5529533849135059,0.5825173713447429,0.0,0.0,0.25326362976748795
Creg1,ENSCGRT00001029346,2,"pearson, regression",14281506.102883456,27.54122715237746,27.54122715237746,1.92835397074871e-06,1.0875125919765062e-08,1881.5,0.5960457303439513,0.5523772205293048,0.5835695852564686,0.0,0.0,0.2532486082973121
Rev3l,ENSCGRT00001007783,3,"pearson, spearman, regression",366883251.51032335,21.870799414636156,21.870799414636156,8.045304002308345e-08,2.793754054568541e-07,1795.225,0.5409829934930832,0.546647978894835,0.5948932273526772,0.0,0.0,0.2532284895215142
Rad9a,ENSCGRT00001005846,2,"pearson, regression",118072973733.50397,13.960089854074747,13.960089854074747,1.8232728563128097e-11,8.991057720541919e-05,2691.4,1.1010258349697413,0.6052871794713836,0.477106379347602,0.0,0.0,0.2531880749744375
Abcd3,ENSCGRT00001028585,3,"pearson, spearman, regression",107120405.25608732,25.969454828334026,25.969454828334026,1.3995351947219245e-07,8.157038111694734e-08,1697.9625,0.4791406013362559,0.5401743196810299,0.6074912422161478,0.0,0.0,0.2531760148648836
Mpdz,ENSCGRT00001030726,3,"pearson, spearman, regression",271742968967.4911,28.917321259635184,28.917321259635184,7.51413389625852e-12,0.0002069276856406348,1784.7125,0.5385766947409281,0.5459490016836442,0.5953858797363407,0.0,0.0,0.25317535353980064
Rbm7,ENSCGRT00001024181,3,"pearson, spearman, regression",379615880185.3476,42.804623980423436,42.804623980423436,4.0330292116018755e-11,0.00028907108735013446,1579.6875,0.40471441917839795,0.5322840031238496,0.6224638023106512,0.0,0.0,0.2531703997186926
Slc35a3,ENSCGRT00001029572,3,"pearson, spearman, regression",271538672627.74414,39.977717228435566,39.977717228435566,1.3513487680670714e-10,0.00020677211742509157,1601.6625,0.41847438311618373,0.533751332041773,0.6197122723737993,0.0,0.0,0.2531649493155719
Magoh,ENSCGRT00001025884,3,"pearson, spearman, regression",12087258194.077791,40.38839886390257,40.38839886390257,1.0227194420817143e-09,9.204243161634612e-06,1456.25,0.41882527554030613,0.5240320944517979,0.6196420041756866,2.0,0.02,0.253159610659157
Mcmbp,ENSCGRT00001009932,4,"pearson, spearman, kendall, regression",199061999330.42377,19.95318551438109,19.95318551438109,2.510883905181041e-13,0.00015158235363716056,1888.25,0.6055643887170046,0.5528249000867461,0.5816027452828866,0.0,0.0,0.2531485147599117
Zdhhc20,ENSCGRT00001019836,3,"pearson, spearman, regression",4868015453.487643,28.865875550914442,28.865875550914442,1.5376035624207636e-09,3.7069116278535652e-06,1713.725,0.49068955082385163,0.5412244294424229,0.6051488822632016,0.0,0.0,0.25314114393685827
Ubxn4,ENSCGRT00001001250,3,"pearson, spearman, regression",2304643535.629449,21.51011991034297,21.51011991034297,1.825415088178517e-08,1.7549471652070716e-06,1882.225,0.6000377299080621,0.5524253087134587,0.5827450386555979,0.0,0.0,0.2531400503912434
Nt5c2,ENSCGRT00001027861,3,"pearson, spearman, regression",465700527797.8057,46.74765884057748,46.74765884057748,6.258700810697328e-16,0.0003546230939662342,935.0625025000002,0.764401912316892,0.4890988390348629,0.5484454524972713,16.0,0.16,0.2531383188226361
Slc12a4,ENSCGRT00001018887,3,"pearson, spearman, regression",290281103114.92255,29.229302128793737,29.229302128793737,1.2045266818439696e-12,0.00022104416199253087,1819.0125,0.5631209188595309,0.5482289292397471,0.5903519769562997,0.0,0.0,0.25310989298016606
Ubash3b,ENSCGRT00001030258,3,"pearson, spearman, regression",260457553378.915,26.057444922458075,26.057444922458075,1.1202757465290073e-13,0.00019833403209327784,1837.6375,0.6233374122356776,0.5494660952009722,0.5779233980367902,1.0,0.01,0.2531076718786475
Rassf8,ENSCGRT00001000871,3,"pearson, spearman, regression",2720516419.3334823,37.73609322761828,37.73609322761828,2.4169454262387367e-09,2.0716273489577227e-06,1557.8875,0.3887762434244264,0.5308278073939985,0.6256410562491012,0.0,0.0,0.2530953293065043
Asxl1,ENSCGRT00001003237,3,"pearson, spearman, regression",3058681743.171083,23.347422870547007,23.347422870547007,3.52055541656026e-08,2.3291345370609107e-06,1832.025,0.5695699885064636,0.5490933484611644,0.5890261102603624,0.0,0.0,0.2530828527312185
Psmd8,ENSCGRT00001000181,4,"pearson, spearman, kendall, regression",247511700776.87613,24.783363080270124,24.783363080270124,1.901137411651458e-13,0.0001884759837773887,1603.4875,0.5702033709114056,0.5338731662139664,0.5888958228384915,3.0,0.03,0.2530717136834746
Sacm1l,ENSCGRT00001012470,2,"spearman, regression",2976663520.634632,28.973091354894834,28.973091354894834,1.5294414747855746e-08,2.266679044525769e-06,1790.9125,0.5433419140728569,0.5463612624141844,0.5944100893117297,0.0,0.0,0.25307079879263256
Pcyt1a,ENSCGRT00001012150,3,"pearson, spearman, regression",148270471620.67392,31.839733773919164,31.839733773919164,6.453452688116691e-10,0.00011290546231200525,1703.275,0.4876109993914529,0.5405282828037526,0.6057737516596335,0.0,0.0,0.25306970977499565
Syf2,ENSCGRT00001026323,4,"pearson, spearman, kendall, regression",169749764083.11557,32.102945589779964,32.102945589779964,2.276701049769473e-11,0.00012926158109343764,1512.0625,0.41092080407945575,0.5277651077835248,0.6212236989476044,1.0,0.01,0.2530647918096355
Ndufs5,ENSCGRT00001012797,3,"spearman, kendall, regression",3172693958.4457245,35.741815398392404,35.741815398392404,2.2535405078913496e-09,2.415952915218712e-06,1135.9875,0.45890026165018,0.5025721526142466,0.6115844263475361,7.000000000000001,0.07,0.2530102761175705
Hic2,ENSCGRT00001026937,3,"pearson, spearman, regression",1326628663751.7878,132.76583748023842,132.76583748023842,1.586038874676241e-17,0.001010205342709441,449.4625,0.5613727937185734,0.4566394682573705,0.5907111493610597,18.0,0.18,0.2530025950184539
Vnn1,ENSCGRT00001004715,2,"spearman, regression",54074936.4532601,12.833092476534237,12.833092476534237,2.2030474113047413e-06,4.11771516810657e-08,2197.15,0.8037538412922511,0.5732091962767105,0.5401519083796282,0.0,0.0,0.2529855616108181
Arel1,ENSCGRT00001030316,2,"spearman, regression",294791381.3931751,35.27767746371354,35.27767746371354,9.011590326433662e-08,2.2447866279768576e-07,1698.925,0.48618037025996363,0.5402384524872429,0.6060640162648386,0.0,0.0,0.2529812279773638
Dnaja3,ENSCGRT00001027589,1,regression,451030.6195150411,48.155508448086614,48.155508448086614,0.00010676761457304736,3.434522063401554e-10,1837.425,0.5765064821305549,0.5494519833040843,0.5875985897001184,0.0,0.0,0.2529753835836239
Tspan31,ENSCGRT00001025581,2,"pearson, regression",149891330701.6354,28.048070571524523,28.048070571524523,8.712270042725311e-11,0.00011413971915275202,2027.6625,0.699830111525127,0.5620509568604265,0.5619939767553743,0.0,0.0,0.2529600394590952
Sestd1,ENSCGRT00001016692,4,"pearson, spearman, kendall, regression",256355558640.23212,25.884686044065585,25.884686044065585,1.2687893268466006e-12,0.00019521043231437334,1596.0375,0.5206961752840483,0.5333757904902247,0.5990405596562418,2.0,0.02,0.25294690526842945
Ppp2r5d,ENSCGRT00001013083,3,"pearson, spearman, regression",185646901332.33325,33.642468408178665,33.642468408178665,8.013606403022091e-11,0.00014136698286994388,1673.075,0.4726087965173757,0.5385155725950148,0.6088138447808322,0.0,0.0,0.2529332952887773
Ckap2,ENSCGRT00001029713,3,"pearson, spearman, regression",60453195.28659833,23.86697197286792,23.86697197286792,6.270301380830776e-07,4.603408815973319e-08,1751.975,0.5226089079888563,0.5437711335807143,0.5986501256006509,0.0,0.0,0.25292887732794717
Ppp1r14bl,ENSCGRT00001023302,2,"pearson, regression",152282466.51217476,19.856902570001687,19.856902570001687,1.3029519929508187e-07,1.1596052872588414e-07,2166.85,0.7870896483270864,0.5712195136586924,0.5436669252659584,0.0,0.0,0.25291593927171296
Zfp131,ENSCGRT00001027024,1,regression,18009606.82285526,61.62959652382253,61.62959652382253,3.4219400883827686e-06,1.3714011712284827e-08,1785.0125,0.5445470381636038,0.545968951238821,0.5941631933688496,0.0,0.0,0.25291516986257845
Chd1,ENSCGRT00001030972,1,regression,331878.56983892986,44.11683160478987,44.11683160478987,0.00013293054275346572,2.5271993101212194e-10,1881.5,0.6068065705890264,0.5523772205293048,0.581345880391527,0.0,0.0,0.25291504831860845
Mad2l1,ENSCGRT00001014432,3,"pearson, spearman, regression",15402962935.435984,27.275529894155337,27.275529894155337,2.9313499080871742e-09,1.1729096374962868e-05,1754.8875,0.5255595690098667,0.5439649572568191,0.5980475803738203,0.0,0.0,0.25290131587166875
Atg5,ENSCGRT00001029235,4,"pearson, spearman, kendall, regression",471598893538.8067,47.178289866303984,47.178289866303984,1.3507302029693806e-15,0.00035911459995251546,1315.1875,0.38937140472035847,0.5145861094277161,0.6255226041829902,3.0,0.03,0.2528478692957444
Dlgap5,ENSCGRT00001030063,1,regression,7992097.60991258,63.312252838455116,63.312252838455116,7.921756805143249e-06,6.085847476079881e-09,1748.45,0.5231863107868636,0.5435365309749819,0.5985322393853669,0.0,0.0,0.25284079763463857
