gene_symbol,gene_id,num_methods,methods,mean_corr_rank_score,mean_correlation,mean_abs_correlation,geo_mean_p_value,correlation_score,expression_level,expression_variability_cv,expression_level_score,expression_stability_score,mean_rank_stability_perc,rank_stability_score,final_score
Susd4,ENSCGRT00001021134,2,"spearman, regression",347735.35458650254,-1458.1971613194282,1458.1971613194282,0.00011181065079856376,2.647946050395094e-10,8.537535000000002,1.4555378055336874,0.42747473488920834,0.40302701132835395,0.0,0.0,0.1886964722719334
Iqch,ENSCGRT00001007230,1,regression,908201.2700134233,5722.546996442746,5722.546996442746,0.006300967742027095,6.915799426709195e-10,4.425042500000001,1.4543949320779865,0.427204754454125,0.4032606769207234,0.0,0.0,0.18865052815097796
Serpinb5,ENSCGRT00001028466,2,"spearman, regression",281196.692834959,2395.9881382012995,2395.9881382012995,0.0001764886194486905,2.1412653684923698e-10,4.7375225,1.4550554036108605,0.42722526688897133,0.4031256351988116,0.0,0.0,0.18863642543216377
Rxfp1,ENSCGRT00001027977,1,regression,526456.0723596041,-6866.740032767176,6866.740032767176,0.013043329426032596,4.008874159973716e-10,3.3625437500000004,1.4555843966050803,0.42713500966705115,0.4030174865081785,0.0,0.0,0.1885931260366971
Cyp2c70,ENSCGRT00001024558,3,"pearson, spearman, regression",95129479775.51476,557.2745439149627,557.2745439149627,7.422103481299192e-09,7.243949369118644e-05,28.450023749999996,1.5224565699690518,0.42878257531796765,0.38942512302604504,1.0,0.01,0.18857751684677354
1500009L16Rik,ENSCGRT00001025892,1,regression,16517.743345956973,-178.21073147067938,178.21073147067938,0.010789048242629669,1.2577982847437603e-11,125.98752125000001,1.5355819378677076,0.4352028299588592,0.38677661336099567,0.0,0.0,0.18857734099683832
Prkag2,ENSCGRT00001028261,1,regression,2211559.4080554787,30112.03465995912,30112.03465995912,0.013615747480769368,1.6840651727053134e-09,0.7625612499999999,1.4549710594965382,0.4269643532416749,0.40314287959770134,0.0,0.0,0.18856073858578376
Napsa,ENSCGRT00001030716,1,regression,149260.16409823103,4788.289457076293,4788.289457076293,0.03208015662503901,1.1365909643418685e-10,4.17504625,1.4587822741261267,0.4271883438823619,0.4023639053149457,0.0,0.0,0.18851108900741403
Myrf,ENSCGRT00001026932,1,regression,51409649.62479366,7716.787452363365,7716.787452363365,0.00015010377171831152,3.9147580733642194e-08,4.43754875,1.4603571253318128,0.4272055754095003,0.402042165003051,0.0,0.0,0.18846801303234
Dlx2,ENSCGRT00001000651,1,regression,7661.891470591575,125.68203883350228,125.68203883350228,0.016403526276731407,5.834401072687568e-12,165.3,1.5658222471575078,0.43779679641978636,0.3807002102331013,0.0,0.0,0.18844407046323486
Kirrel,ENSCGRT00001024017,1,regression,3611698.405456609,786.4458599561585,786.4458599561585,0.00021774949358953797,2.7502473941193845e-09,41.8375675,1.4856575617174692,0.4296624219190164,0.3968850502651179,0.0,0.0,0.18843148521557157
ENSCGRG00001012601,ENSCGRT00001015018,1,regression,2855935.410280422,5189.774346768619,5189.774346768619,0.0018171888770640988,2.174746625584867e-09,5.50001625,1.4624720262740205,0.4272753210734474,0.4016102258684596,0.0,0.0,0.1884241310722018
Atcay,ENSCGRT00001021320,2,"spearman, regression",112889705.89394031,4911.248552108283,4911.248552108283,4.664775515236773e-06,8.59636062049487e-08,2.4000512499999997,1.5103343565779055,0.4270718320138978,0.391877023397351,1.0,0.01,0.18840313749921447
ENSCGRG00001014167,ENSCGRT00001017107,1,regression,23150326.297951102,27861.85822285048,27861.85822285048,0.0012035189288145687,1.7628582851148698e-08,1.0625462499999998,1.460579073981395,0.42698404262913586,0.40199682792085034,0.0,0.0,0.18839474402830142
ENSCGRG00001023209,ENSCGRT00001029948,1,regression,338849.978274221,601.5959903308075,601.5959903308075,0.00177540503177768,2.5802854090422545e-10,46.6625375,1.490118080913028,0.4299796344341902,0.39597817626633647,0.0,0.0,0.18839061687341893
Hdac8,ENSCGRT00001028842,1,regression,1830355.0978052253,2032.9858096272485,2032.9858096272485,0.0011107055833206832,1.3937845226629707e-09,14.562547499999999,1.4701402122011498,0.4278703480530035,0.4000453906276882,0.0,0.0,0.18836791356756807
ENSCGRG00001005543,ENSCGRT00001006531,2,"pearson, regression",255946568830.01733,376.59240318156697,376.59240318156697,1.3713711729094275e-09,0.00019489899347494388,65.8500225,1.5065308179718524,0.4312416617720882,0.3926474785609714,0.0,0.0,0.18834757991316214
Grin2c,ENSCGRT00001027887,1,regression,833681789.3921186,25892.590533628183,25892.590533628183,3.105802177150691e-05,6.348346155748817e-07,1.4375499999999999,1.4626312316637677,0.4270086561656513,0.40157771655254415,0.0,0.0,0.18833950826642323
Chad,ENSCGRT00001021440,2,"pearson, regression",4943983024266.891,8732.439436827086,8732.439436827086,1.666276177317954e-09,0.0037647596511706702,2.8125475,1.513784376863683,0.42709890782458126,0.39117864332590147,0.0,0.0,0.18831237270672785
Lama1,ENSCGRT00001013674,1,regression,183011.23026535974,8207.704127897417,8207.704127897417,0.04484808991063234,1.393599638251786e-10,2.275055,1.4643755400992573,0.42706362748060467,0.40122159018009984,0.0,0.0,0.18830232682694037
Pgghg,ENSCGRT00001028636,1,regression,16760518.378542293,10222.090870437767,10222.090870437767,0.0006098909928390275,1.2762851938310824e-08,3.03754875,1.4680750255815678,0.42711367684903817,0.4004666309709759,0.0,0.0,0.18820410280549862
Ddx55,ENSCGRT00001002109,1,regression,15669.960985181167,767.8919659667059,767.8919659667059,0.049004076342365685,1.193241088467864e-11,23.60002125,1.4813621111551292,0.4284639376652121,0.3977590342532923,0.0,0.0,0.18820303644233044
Klhl38,ENSCGRT00001014652,2,"pearson, regression",40321818757938.055,4044.6550580111866,4044.6550580111866,3.093407639238765e-13,0.030704384617949117,5.60002375,1.8903604108057137,0.4272818862132957,0.31813884240271084,0.0,0.0,0.18818714607157497
Prdm10,ENSCGRT00001027688,1,regression,3660897.0341102825,6162.708552953577,6162.708552953577,0.0016833874674548484,2.7877113196909626e-09,4.637543750000001,1.4704999598168627,0.4272187038574033,0.39997202726377346,0.0,0.0,0.1881614163618715
Proca1,ENSCGRT00001002830,1,regression,74533852.90269785,15105.116021173168,15105.116021173168,0.00020266104567956848,5.675627134580936e-08,2.2125512499999997,1.469213526993256,0.4270595248597937,0.40023439026718854,0.0,0.0,0.1881530387005249
Nat2,ENSCGRT00001001522,1,regression,21931743.238378365,-65744.20632631882,65744.20632631882,0.0029976734370161097,1.670065241292479e-08,0.4125650000000001,1.4689676967807306,0.4269413816797064,0.4002845329063174,0.0,0.0,0.18812510112012049
Cyb5r3,ENSCGRT00001003474,1,regression,14151641.92254847,5153.135058350957,5153.135058350957,0.0003641368027391959,1.0776236537690371e-08,6.225037500000001,1.473609017975516,0.42732291674301964,0.3993381839953827,0.0,0.0,0.1880976069327079
S100pbp,ENSCGRT00001016088,1,regression,233016.63691972606,3415.390373935483,3415.390373935483,0.014657281109976777,1.7743823723119524e-10,6.5625237499999995,1.4751869566364786,0.4273450722547729,0.399016618660923,0.0,0.0,0.18805601454654558
ENSCGRG00001013073,ENSCGRT00001015654,2,"spearman, regression",1683347.2607728061,6890.724731152854,6890.724731152854,5.191421352804139e-05,1.2818405352849815e-09,1.6625500000000002,1.5214648082370799,0.42702342431339096,0.38962551374688437,1.0,0.01,0.18805085486878617
ENSCGRG00001009399,ENSCGRT00001010904,1,regression,19594528.79860854,19406.584289830596,19406.584289830596,0.0009904082169996263,1.492090305379675e-08,1.5375549999999998,1.4721413648342208,0.42701522009898635,0.3996373523665534,0.0,0.0,0.18805017485304013
Thpo,ENSCGRT00001011979,1,regression,802886.9656259298,-10647.31532039169,10647.31532039169,0.013261287947055365,6.113848768903419e-10,2.13754,1.4733538326039812,0.4270546012850124,0.3993901959333479,0.0,0.0,0.18802491002005986
Camk2d,ENSCGRT00001020124,1,regression,28671.719931656466,1288.1670611662985,1288.1670611662985,0.04492814038954322,2.183303093852596e-11,14.325037500000002,1.4812894137062311,0.4278547509691301,0.3977738314408922,0.0,0.0,0.18802250001560608
Ces1a,ENSCGRT00001021016,2,"spearman, regression",15746113.718438052,9137.324119728097,9137.324119728097,6.4892480638975915e-06,1.1990399906098144e-08,1.6000524999999999,1.4743201330887732,0.4270193222011695,0.39919325634063196,0.0,0.0,0.18798478990760562
D130043K22Rik,ENSCGRT00001005583,1,regression,880356.307707074,27821.149770633467,27821.149770633467,0.03160214726587149,6.703764737138519e-10,0.7125562499999999,1.4750798273836354,0.4269610712073427,0.3990384475902474,0.0,0.0,0.1879440887688905
Klb,ENSCGRT00001023856,1,regression,1032888.0922865503,10250.955959248056,10250.955959248056,0.009924556137796353,7.865268539411425e-10,2.3000475000000002,1.4782163706888456,0.4270652679409955,0.3983995039685547,0.0,0.0,0.1878795062921926
Ager,ENSCGRT00001028321,1,regression,1302987.8914580964,6542.575005799449,6542.575005799449,0.005021209267093996,9.922032935080282e-10,3.90005375,1.4805036235506162,0.4271702926600742,0.39793378686179237,0.0,0.0,0.1878411562241724
ENSCGRG00001018394,ENSCGRT00001022980,1,regression,383547.5898985919,980.535184431586,980.535184431586,0.002556488873612987,2.9206501795545504e-10,27.562521249999996,1.4970404557257295,0.4287242633563236,0.39457219667148324,0.0,0.0,0.18780310862444555
Duox2,ENSCGRT00001032258,1,regression,7330241.57401374,16286.935922299044,16286.935922299044,0.002221882461147434,5.581855272505274e-09,1.7000499999999998,1.4804910554800694,0.427025885683997,0.3979363453950938,0.0,0.0,0.18779821974720529
