gene_id,mean_difference,variance_ratio,cohen_d
ENSCGRT00001000001,-4.0657581468206416e-20,1.0,0.0
ENSCGRT00001000002,-388.43939393939354,0.35068008514675597,-0.11415790177732638
ENSCGRT00001000003,-4.0657581468206416e-20,1.0,0.0
ENSCGRT00001000004,-1629.7474747474735,0.37707345601150183,-0.0919464357437447
ENSCGRT00001000005,0.10352777777777779,2.580975194058425,0.27231874126937294
ENSCGRT00001000006,13973.479797979802,2.3850257037721025,0.4867602140257289
ENSCGRT00001000007,-4.0657581468206416e-20,1.0,0.0
ENSCGRT00001000008,-0.045450000000000004,4.256020763165961e-39,-0.29054360157398823
ENSCGRT00001000009,-0.1818,1.2413393892567384e-39,-0.6276459144608478
ENSCGRT00001000010,16764.80808080807,1.685918661935625,0.3703546180809705
ENSCGRT00001000011,-0.022725,8.31408707223118e-39,-0.20304239863836393
ENSCGRT00001000012,-4.0657581468206416e-20,1.0,0.0
ENSCGRT00001000013,0.5201555555555556,4.242171850551566,1.1417403749095574
ENSCGRT00001000014,0.13887499999999997,inf,0.591153419673267
ENSCGRT00001000015,0.05555000000000001,inf,0.3570027736477083
ENSCGRT00001000016,35993.26010101012,0.45192539421853184,0.37957128935702367
ENSCGRT00001000017,-0.17422853535353533,0.6795865017085626,-0.27688951800099115
ENSCGRT00001000018,-4.0657581468206416e-20,1.0,0.0
ENSCGRT00001000019,5593.88636363636,0.13064237329775497,0.1897828862148465
ENSCGRT00001000020,-4.0657581468206416e-20,1.0,0.0
ENSCGRT00001000021,1900.2929292929293,2.185177457209857,0.8080768488936463
ENSCGRT00001000022,19257.93686868687,2.336949502386761,0.6229966904794425
ENSCGRT00001000023,14790.017676767675,0.4407405603274025,0.5115048537839291
ENSCGRT00001000024,0.05555000000000001,inf,0.3570027736477083
ENSCGRT00001000025,592.492424242424,0.5556459867360707,0.1780287200494002
ENSCGRT00001000026,-4.0657581468206416e-20,1.0,0.0
ENSCGRT00001000027,2469.7323232323233,0.4900052709912984,0.5214906243559567
ENSCGRT00001000028,22075.679292929286,1.4985996999310247,0.6715650547841454
ENSCGRT00001000029,-4.0657581468206416e-20,1.0,0.0
ENSCGRT00001000030,0.03787499999999999,1.7697278911564618,0.154986111482294
ENSCGRT00001000031,-4.0657581468206416e-20,1.0,0.0
ENSCGRT00001000032,7547.573232323237,0.9979514596903013,0.35228643465969023
ENSCGRT00001000033,2260.2853535353534,4.988605694047864,0.3275980705631114
