gene_id,mean_difference,variance_ratio,cohen_d
ENSCGRT00001000001,-1.3552527156068805e-20,1.0,0.0
ENSCGRT00001000002,67.35714285714266,3.1970694043558954,0.019763664331043103
ENSCGRT00001000003,-1.3552527156068805e-20,1.0,0.0
ENSCGRT00001000004,1546.130952380954,3.1594070954289863,0.0872068790658786
ENSCGRT00001000005,-0.13689285714285715,0.2243509720146237,-0.36173201244022857
ENSCGRT00001000006,-18117.166666666664,0.06096766644322112,-0.639353778485475
ENSCGRT00001000007,-1.3552527156068805e-20,1.0,0.0
ENSCGRT00001000008,0.02380714285714286,2.3333333333333326,0.15095373106352242
ENSCGRT00001000009,0.3333,inf,1.2747548783981961
ENSCGRT00001000010,-26713.821428571435,0.1058799015530659,-0.6023698181251904
ENSCGRT00001000011,-0.01785535714285714,0.0,-0.15913728452086684
ENSCGRT00001000012,-1.3552527156068805e-20,1.0,0.0
ENSCGRT00001000013,-0.22617142857142872,0.4592183925747568,-0.43917386091832405
ENSCGRT00001000014,-0.08927678571428568,0.0,-0.36953297802596646
ENSCGRT00001000015,-0.03571071428571428,0.0,-0.22712838128974897
ENSCGRT00001000016,-38231.625,1.6179199074116304,-0.40286178161918795
ENSCGRT00001000017,-0.13688988095238097,1.0220002311865155,-0.21654855794522943
ENSCGRT00001000018,-1.3552527156068805e-20,1.0,0.0
ENSCGRT00001000019,-10379.208333333336,2.1673922096463056,-0.3552675878027662
ENSCGRT00001000020,-1.3552527156068805e-20,1.0,0.0
ENSCGRT00001000021,-1320.3452380952385,0.4923330483678971,-0.5358533282563136
ENSCGRT00001000022,-22378.8630952381,0.051957736552273336,-0.7292147220864716
ENSCGRT00001000023,-23190.125,0.0680238398313297,-0.8326066229851204
ENSCGRT00001000024,-0.03571071428571428,0.0,-0.22712838128974897
ENSCGRT00001000025,-658.875,1.6524552437744262,-0.19801422013746978
ENSCGRT00001000026,-1.3552527156068805e-20,1.0,0.0
ENSCGRT00001000027,-2329.416666666666,1.4593687310705845,-0.48775198830081457
ENSCGRT00001000028,-20452.601190476184,0.4985403897304927,-0.612732806480057
ENSCGRT00001000029,-1.3552527156068805e-20,1.0,0.0
ENSCGRT00001000030,-0.029758928571428554,0.6169871794871794,-0.12159839326556891
ENSCGRT00001000031,-1.3552527156068805e-20,1.0,0.0
ENSCGRT00001000032,-8789.029761904763,0.8392671188160061,-0.41120840340591447
ENSCGRT00001000033,-3279.755952380952,0.12148817299244899,-0.4805325557480657
ENSCGRT00001000034,-1.3552527156068805e-20,1.0,0.0
ENSCGRT00001000035,-18677.744047619046,0.1491190211054929,-0.7065506288596397
ENSCGRT00001000036,-1.3552527156068805e-20,1.0,0.0
ENSCGRT00001000037,-1.3552527156068805e-20,1.0,0.0
ENSCGRT00001000038,-185.91666666666663,0.3610407851907602,-0.360705346885885
ENSCGRT00001000039,-3655.5297619047633,0.2833720610230371,-0.605353637296699
ENSCGRT00001000040,-110.47023809523813,0.7270574623603215,-0.4293179143528529
ENSCGRT00001000041,-261.51190476190476,0.05438758431964564,-0.5889954966450578
ENSCGRT00001000042,-0.01785535714285714,0.0,-0.1591372845208668
ENSCGRT00001000043,-3.279757142857142,0.142433090682093,-0.4080059856006649
ENSCGRT00001000044,-0.01785535714285714,0.0,-0.1591372845208668
ENSCGRT00001000045,-10.273809523809518,1.9536323519422252,-0.046989578460212594
ENSCGRT00001000046,-595.7202380952381,0.13510138543240524,-0.672063089740768
ENSCGRT00001000047,-0.029760119047619105,0.859446350384878,-0.05852327971440083
ENSCGRT00001000048,-0.06547142857142857,0.3114726438872588,-0.20053450074110682
ENSCGRT00001000049,-0.047614285714285685,0.5032679738562091,-0.17913364134777013
ENSCGRT00001000050,-9.18452380952381,0.7960724564871365,-0.19221264947620967
ENSCGRT00001000051,-1176.1488095238096,0.08719936625858328,-0.7491508915409615
ENSCGRT00001000052,-0.2678392857142858,0.0,-0.5164427244720597
ENSCGRT00001000053,0.029761309523809565,1.39496168091403,0.06536464212633224
