gene_id,anova_pvalue,kruskal_pvalue,anova_pvalue_adj,kruskal_pvalue_adj
ENSCGRT00001000174,0.48452078240097474,0.5682585267643514,0.5967641773142599,1.0
ENSCGRT00001000175,,1.0,,1.0
ENSCGRT00001000176,0.008900137305261664,0.8021493915077041,0.04330083326647412,1.0
ENSCGRT00001000177,0.017252740389846637,0.024088917252411034,0.059695368059718104,0.16400782062947103
ENSCGRT00001000178,0.009670411307667581,0.03174074227411263,0.044935458788751645,0.18664014807247167
ENSCGRT00001000179,0.12448662409554352,0.46183701151644085,0.22102744759634693,0.9228241726773954
ENSCGRT00001000180,0.008899627818492887,0.8021473187442563,0.04330083326647412,1.0
ENSCGRT00001000181,0.012558897837729587,0.025665286399606566,0.050396956983663733,0.16861916100027213
ENSCGRT00001000182,0.03607240556779308,0.08652840125422696,0.0924068810031124,0.31019579611067427
ENSCGRT00001000183,0.003535330393325278,0.579412291277043,0.0325945029190476,1.0
ENSCGRT00001000184,0.6404041256685712,0.6265201092752475,0.7115477834756418,1.0
ENSCGRT00001000185,0.16578941643089504,0.5736988965154408,0.2740740423803338,1.0
ENSCGRT00001000186,,1.0,,1.0
ENSCGRT00001000187,0.006920680800516508,0.01515022759208098,0.03996516407526303,0.13048679901574955
ENSCGRT00001000188,0.02443645714603854,0.009740372188475822,0.07202057625468797,0.10640374669863321
ENSCGRT00001000189,0.11954127745665093,1.0,0.2145851050096364,1.0
ENSCGRT00001000190,,1.0,,1.0
ENSCGRT00001000191,0.24303245432891327,1.0,0.3622287632917583,1.0
ENSCGRT00001000192,0.20891514122534327,1.0,0.32821644616791085,1.0
ENSCGRT00001000193,0.169566919085702,1.0,0.2789553441313656,1.0
ENSCGRT00001000194,0.19065435998224786,0.019078837552202046,0.305414513950407,0.14672148538728372
ENSCGRT00001000195,0.057933349888618126,0.09745931253040419,0.12681715335693572,0.3305169557264751
ENSCGRT00001000196,0.8513034347342257,0.08458105568666427,0.8860978530476136,0.3058739420569244
ENSCGRT00001000197,0.24121909690274937,1.0,0.3604484800402246,1.0
ENSCGRT00001000198,0.03210852476042245,0.008834711090943189,0.08547800943605702,0.10178765183937283
ENSCGRT00001000199,3.1229678371501187e-05,3.4762730633668634e-06,0.0027947286302104943,0.0007825217887837828
ENSCGRT00001000200,0.3747273036611741,0.28378141590721484,0.48824217340585957,0.6556822047374588
ENSCGRT00001000201,0.04911900616092184,0.038965062680321974,0.11251515248881945,0.20430377552509552
ENSCGRT00001000202,0.4637547179419693,0.3270435661622096,0.576153499878975,0.7235650102757497
ENSCGRT00001000203,0.14720147220443974,0.09213326703675744,0.25197127338151626,0.32119149207772824
ENSCGRT00001000204,0.1506796634106866,0.011764834598627335,0.25624390021168786,0.1163397744365438
ENSCGRT00001000205,0.02070494600749869,0.00017097935378686312,0.06551148326318723,0.011825527450023042
ENSCGRT00001000206,0.007960823167958223,0.5288753952085943,0.042131784152341346,1.0
ENSCGRT00001000207,0.016309910384001963,0.004029001021258771,0.05796110057874844,0.07060179519554907
ENSCGRT00001000208,0.15403565173902212,1.0,0.2578832555499429,1.0
ENSCGRT00001000209,,1.0,,1.0
ENSCGRT00001000210,0.14379277426662712,0.07037343380147427,0.24737731159373896,0.2760452428202996
ENSCGRT00001000211,0.02620825182581285,0.11244103529182094,0.07511466934264883,0.36072297600746
ENSCGRT00001000212,0.004110041552748562,0.17643621828020442,0.033949609159097574,0.4779300055459787
ENSCGRT00001000213,0.21364744664437607,0.17468901342896392,0.33415379793547795,0.4748952100026645
ENSCGRT00001000214,0.06689115497736982,0.381607590345433,0.14112750595882909,0.8054978852519163
ENSCGRT00001000215,0.2057802580378534,0.10745180222715134,0.32494693510740497,0.3510556461436682
ENSCGRT00001000216,0.004735545302499318,0.3714774659000623,0.0352170877266443,0.7900019538556228
ENSCGRT00001000217,0.15771682516174818,0.41652531104912405,0.2626458730685004,0.8569362468571596
ENSCGRT00001000218,0.0279253050491986,0.21182280585008065,0.07826546840004259,0.5372004455719912
ENSCGRT00001000219,,1.0,,1.0
ENSCGRT00001000220,0.22148334875995535,1.0,0.3419892102080573,1.0
ENSCGRT00001000221,0.2935042012686455,1.0,0.4139334878443825,1.0
ENSCGRT00001000222,0.5965318492275801,0.04849845921604504,0.6709869099556423,0.22728523244939597
ENSCGRT00001000223,0.01134889866869919,1.0,0.047849630976082025,1.0
ENSCGRT00001000224,0.3521072881951781,0.43360728760011713,0.4661614904855881,0.8828796175299342
ENSCGRT00001000225,0.5415390820224664,1.0,0.6306535915015167,1.0
ENSCGRT00001000226,0.005876800525945336,0.6246698793081022,0.037668628264724495,1.0
ENSCGRT00001000227,0.12143257221221886,0.09115816265862516,0.2169898242825895,0.31920545058232536
ENSCGRT00001000228,0.06753664822460761,0.06409537809000321,0.14205563565586846,0.26243716315249493
ENSCGRT00001000229,0.0036274489876146556,1.0,0.0325945029190476,1.0
ENSCGRT00001000230,0.25815244860976944,1.0,0.38048147074313626,1.0
ENSCGRT00001000231,0.014176843748403351,0.2864922436793405,0.05347722620258965,0.6603998959877014
ENSCGRT00001000232,0.5241544284580655,0.4438130298588665,0.6306535915015167,0.8974334736612313
ENSCGRT00001000233,0.11241160807872881,1.0,0.20510062118827418,1.0
ENSCGRT00001000234,0.19603388772199273,0.008764677557122505,0.31250294848389704,0.10146028328255156
ENSCGRT00001000235,0.02056335158927186,0.17839637289862123,0.06521253152511815,0.4811193181178479
ENSCGRT00001000236,0.7225667077377578,0.4091875662645448,0.7786683081195862,0.8460611969935774
ENSCGRT00001000237,0.19969918090009478,0.16215411784431966,0.3172232395703219,0.45367515134716274
ENSCGRT00001000238,0.010845101899128863,0.6102539796411978,0.04682347132360056,1.0
ENSCGRT00001000239,0.32670371827529704,0.03292190849514766,0.4396936933027266,0.19020321570515764
ENSCGRT00001000240,,1.0,,1.0
ENSCGRT00001000241,0.005968062795612984,0.03621636294325754,0.03784603547842386,0.19791716813278942
ENSCGRT00001000242,0.021511448420354073,0.007426020736598302,0.06697044287441213,0.09314980805368744
ENSCGRT00001000243,,1.0,,1.0
ENSCGRT00001000244,0.05781894683451065,0.05608655393132704,0.12661248659467142,0.2442941009315296
ENSCGRT00001000245,0.007696396591244733,0.010456115340850728,0.04149601313594222,0.10984147479637321
ENSCGRT00001000246,0.08692331035741102,0.10583687747217456,0.16970899422439373,0.34808098137643195
ENSCGRT00001000247,0.6129248345402867,0.09467223133714661,0.6867097800395771,0.32616554836835365
ENSCGRT00001000248,0.019504275189629848,0.025980775557094018,0.0633653743594042,0.16981335163481034
ENSCGRT00001000249,0.15283118687004954,1.0,0.25624390021168786,1.0
ENSCGRT00001000250,0.020195836929255067,0.014521508374486862,0.06460345586393627,0.12757622891242829
ENSCGRT00001000251,0.003929623142334585,0.058777080222373504,0.03338027703448768,0.25055249480817054
ENSCGRT00001000252,0.4469638324502253,0.529521842189453,0.5608193120762363,1.0
ENSCGRT00001000253,0.2935042012686455,1.0,0.4139334878443825,1.0
ENSCGRT00001000254,0.19546279519541035,0.20679116794540137,0.3116737138017153,0.5286376117860311
ENSCGRT00001000255,0.7663399122896148,0.051370356984381874,0.8155131145586161,0.23470104244371578
ENSCGRT00001000256,,1.0,,1.0
ENSCGRT00001000257,0.309519108017007,0.21865525524135768,0.4283226125118327,0.5482960199170555
ENSCGRT00001000258,0.6247595130224014,0.2328847904025422,0.6976176858032085,0.5722603101873135
ENSCGRT00001000259,3.253796738225773e-05,1.0,0.0028815804054723336,1.0
ENSCGRT00001000260,0.050488867879679024,0.04955627035542661,0.11463911324631874,0.2298007009865805
ENSCGRT00001000261,0.548649404875079,1.0,0.6306535915015167,1.0
ENSCGRT00001000262,0.3851220298829495,0.03701478435282624,0.4991549720374847,0.19993261732344017
ENSCGRT00001000263,0.36324369927964995,1.0,0.4763048065854215,1.0
ENSCGRT00001000264,0.006308598918529899,0.4313321799274483,0.038650191720320644,0.879566641209174
ENSCGRT00001000265,0.007133870612448654,0.017444673261235277,0.04035903723585562,0.14003885563282414
ENSCGRT00001000266,0.008764922361198642,0.01579734983136347,0.04316248700776226,0.13257236573629008
ENSCGRT00001000267,0.5194147576207115,1.0,0.6305284686707201,1.0
ENSCGRT00001000268,0.007001884194489568,0.22334572689676152,0.040084421398175314,0.5561194221041736
ENSCGRT00001000269,,1.0,,1.0
ENSCGRT00001000270,0.0010755719129401178,0.06259368453902919,0.023568653715573096,0.25912464957979603
ENSCGRT00001000271,0.8872062389086361,0.0012439183434912197,0.9146153976971697,0.038695806315571714
ENSCGRT00001000272,0.0007994610137901751,7.473396600184078e-05,0.02129178479390816,0.006837737634677106
ENSCGRT00001000273,0.10149484378539336,1.0,0.18980410871279832,1.0
ENSCGRT00001000274,0.07942493053255638,0.05600231203111839,0.1586391190924183,0.2442438623196741
ENSCGRT00001000275,,1.0,,1.0
ENSCGRT00001000276,0.013850561871327154,0.15163502917306776,0.05290914634846973,0.4353947397656453
ENSCGRT00001000277,0.3104477878071713,0.3066420802024465,0.4283226125118327,0.693451746246088
ENSCGRT00001000278,0.25218332002888105,1.0,0.3735822129315958,1.0
ENSCGRT00001000279,0.008607332673629996,0.35396470551394643,0.04287584127070575,0.7641826075388879
ENSCGRT00001000280,0.0004202553206739468,0.0013385271144796306,0.016247756310164643,0.04034778170114298
ENSCGRT00001000281,0.01656785391652224,1.0,0.058373041069485244,1.0
ENSCGRT00001000282,0.11586579545040161,0.42602985487802647,0.20970129830712209,0.8713177142457679
ENSCGRT00001000283,0.0026444721774957335,0.0015854480694984466,0.03020197274021678,0.04437075284534484
ENSCGRT00001000284,,1.0,,1.0
ENSCGRT00001000285,0.43276365854089305,0.4555572017475005,0.5476195528871559,0.9143703884243115
ENSCGRT00001000286,0.6822435831526924,1.0,0.7427829788671946,1.0
ENSCGRT00001000287,0.0005433281969211202,0.0003329952872314132,0.018249267548555315,0.017949470565685233
ENSCGRT00001000288,0.2739723644807146,1.0,0.39902669895853077,1.0
ENSCGRT00001000289,0.5808945896664861,0.9131722833997182,0.6577040427245175,1.0
ENSCGRT00001000290,0.025479662675770256,0.1094082606375559,0.0737768590876485,0.3549176955316691
ENSCGRT00001000291,,1.0,,1.0
ENSCGRT00001000292,0.2252580333549828,1.0,0.3419892102080573,1.0
ENSCGRT00001000293,0.0228895213739966,0.0034775856654742903,0.06937056365258366,0.06558148763875275
ENSCGRT00001000294,,1.0,,1.0
ENSCGRT00001000295,0.034046757091364635,0.09644730066342137,0.08887506577250619,0.32923265916500205
ENSCGRT00001000296,0.0036274489876146556,1.0,0.0325945029190476,1.0
ENSCGRT00001000297,0.1301116719810118,1.0,0.22880675436514597,1.0
ENSCGRT00001000298,,1.0,,1.0
ENSCGRT00001000299,0.30642737037988227,0.5707905771263168,0.4283226125118327,1.0
ENSCGRT00001000300,0.19669026038374482,0.01738279349247314,0.31335764234432395,0.13990732922863688
ENSCGRT00001000301,0.018709820820537452,0.09755533393175153,0.06196756941770441,0.3306457148011792
ENSCGRT00001000302,0.0017897712247242875,1.0,0.027266312336662744,1.0
ENSCGRT00001000303,,1.0,,1.0
ENSCGRT00001000304,,1.0,,1.0
ENSCGRT00001000305,0.012241880429777752,1.0,0.04969368560186071,1.0
ENSCGRT00001000306,0.5551303098228675,1.0,0.6369588966917632,1.0
ENSCGRT00001000307,0.3966409261340832,0.2581984354952997,0.5100807890400827,0.6130965984907707
ENSCGRT00001000308,0.8849351957881106,0.07858902617151717,0.9128992906489684,0.29450478335311703
ENSCGRT00001000309,0.4469638324502253,0.529521842189453,0.5608193120762363,1.0
ENSCGRT00001000310,0.031702808882554,0.014620702669059401,0.08468862232961978,0.12801559951758434
ENSCGRT00001000311,0.47882207833025603,0.396641744789358,0.5911138468447121,0.8274607574447962
ENSCGRT00001000312,0.1053274735811933,0.3727167552694694,0.195344326758531,0.7917564340079403
ENSCGRT00001000313,0.02437913366264949,0.00025664785282019845,0.07194275878725367,0.014902959810108349
ENSCGRT00001000314,0.1540868382000086,0.45718304272672505,0.2578832555499429,0.9165606991116866
ENSCGRT00001000315,,1.0,,1.0
ENSCGRT00001000316,0.0009162651969371308,0.00019369096280694574,0.022443287213049255,0.012644642894587303
ENSCGRT00001000317,0.548649404875079,1.0,0.6306535915015167,1.0
ENSCGRT00001000318,0.9704017518277853,0.2536049254199972,0.9778134817433204,0.6059879740689378
ENSCGRT00001000319,0.05020266340925524,0.028507729016701268,0.11422740921950661,0.17779913754860605
ENSCGRT00001000320,0.02399631060068087,0.03485364619949207,0.07123408628482457,0.1946831924887952
ENSCGRT00001000321,0.001616645748335613,0.0013814708125680889,0.026230477066128553,0.040948856406021895
ENSCGRT00001000322,0.005315083272628629,0.03621213733923955,0.0366052510127989,0.19791716813278942
ENSCGRT00001000323,0.027047137731429655,0.7950658086886513,0.07664353887269826,1.0
ENSCGRT00001000324,0.6798860959835356,1.0,0.7411937104656732,1.0
ENSCGRT00001000325,0.2252580333549828,1.0,0.3419892102080573,1.0
ENSCGRT00001000326,0.5822718725061008,1.0,0.6577040427245175,1.0
ENSCGRT00001000327,0.006603106186301044,0.11812164477349327,0.039186161834328666,0.37138603418022553
